method_id,project,bug_id,version_key,class_fqn,method_name,start_line,end_line,loc,num_params,num_local_vars,num_method_calls,num_arith_ops,num_rel_ops,num_logical_ops,num_literals,num_nodes,num_edges,cyclomatic_complexity,num_conditions,num_branches,num_joins,num_loops,num_returns,max_nesting_depth,branch_ratio,has_loop,has_branching,num_unique_lines,num_total_mutants,num_killed,num_survived,num_excluded,mutation_score,frac_ROR,frac_AOR,frac_LOR,frac_COR,frac_SOR,frac_ORU,frac_LVR,frac_STD,mutation_score_bin
Lang-47f_org.apache.commons.lang.text.StrBuilder_validateIndex_2553,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,validateIndex,2553,2557,3,1,0,3,0,2,1,1,3,2,1,1,1,0,0,0,1,0.3333,0,1,2,12,4,8,0,0.3333333333333333,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,low
Lang-47f_org.apache.commons.lang.text.StrBuilder_insert_1342,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,insert,1342,1360,14,4,2,12,6,6,2,5,17,19,4,4,5,4,1,2,4,0.2941,1,1,13,51,32,19,0,0.6274509803921569,0.3137254901960784,0.3137254901960784,0.0,0.1568627450980392,0.0,0.0,0.11764705882352941,0.09803921568627451,low
Lang-47f_org.apache.commons.lang.text.StrBuilder_insert_1370,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,insert,1370,1391,20,2,1,7,20,0,0,6,18,18,2,1,1,1,0,1,1,0.0556,0,1,18,54,37,17,0,0.6851851851851852,0.0,0.4444444444444444,0.0,0.037037037037037035,0.0,0.0,0.2222222222222222,0.2962962962962963,low
Lang-47f_org.apache.commons.lang.text.StrBuilder_insert_1316,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,insert,1316,1329,11,2,2,8,3,2,0,2,10,10,2,2,3,2,1,2,2,0.3,1,1,10,25,14,11,0,0.56,0.16,0.48,0.0,0.0,0.0,0.0,0.16,0.2,low
Lang-47f_org.apache.commons.lang.text.StrBuilder_delete_1481,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,delete,1481,1488,6,2,2,4,1,1,0,1,5,5,2,1,1,1,0,1,1,0.2,0,1,5,11,8,3,0,0.7272727272727273,0.2727272727272727,0.36363636363636365,0.0,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,low
Lang-47f_org.apache.commons.lang.text.StrBuilder_deleteAll_1497,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,deleteAll,1497,1512,11,1,3,6,5,4,0,1,12,15,5,2,4,4,3,1,2,0.3333,1,1,10,20,19,1,0,0.95,0.6,0.2,0.0,0.0,0.0,0.0,0.1,0.1,medium
Lang-47f_org.apache.commons.lang.text.StrBuilder_deleteFirst_1520,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,deleteFirst,1520,1528,6,1,1,4,3,2,0,3,7,8,3,1,2,2,2,1,1,0.2857,1,1,5,17,15,2,0,0.8823529411764706,0.35294117647058826,0.23529411764705882,0.0,0.0,0.0,0.0,0.35294117647058826,0.058823529411764705,medium
Lang-47f_org.apache.commons.lang.text.StrBuilder_deleteAll_1537,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,deleteAll,1537,1547,8,1,2,7,1,3,0,4,7,8,3,1,2,2,1,1,1,0.2857,1,1,7,21,17,4,0,0.8095238095238095,0.3333333333333333,0.19047619047619047,0.0,0.0,0.0,0.0,0.38095238095238093,0.09523809523809523,medium
Lang-47f_org.apache.commons.lang.text.StrBuilder_indexOf_2114,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,indexOf,2114,2141,20,2,5,12,10,9,1,10,23,24,3,5,8,4,4,6,5,0.3478,1,1,19,62,41,21,0,0.6612903225806451,0.4032258064516129,0.1935483870967742,0.0,0.06451612903225806,0.0,0.0,0.3225806451612903,0.016129032258064516,low
Lang-47f_org.apache.commons.lang.text.StrBuilder_deleteFirst_1555,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,deleteFirst,1555,1564,7,1,2,6,1,3,0,4,6,7,3,2,2,1,0,1,2,0.3333,0,1,6,20,14,6,0,0.7,0.35,0.2,0.0,0.0,0.0,0.0,0.4,0.05,low
Lang-47f_org.apache.commons.lang.text.StrBuilder_deleteAll_1577,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,deleteAll,1577,1579,2,1,0,2,1,0,0,2,1,0,1,0,0,0,0,1,0,0.0,0,0,1,4,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,high
Lang-47f_org.apache.commons.lang.text.StrBuilder_replace_1764,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,replace,1764,1769,5,5,4,3,0,0,0,0,2,1,1,0,0,0,0,1,0,0.0,0,0,2,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,high
Lang-47f_org.apache.commons.lang.text.StrBuilder_deleteFirst_1591,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,deleteFirst,1591,1593,2,1,0,2,0,0,0,2,1,0,1,0,0,0,0,1,0,0.0,0,0,1,4,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,high
Lang-47f_org.apache.commons.lang.text.StrBuilder_replaceImpl_1606,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,replaceImpl,1606,1616,8,5,5,6,4,2,0,2,7,7,2,2,2,1,0,0,2,0.2857,0,1,7,30,28,2,0,0.9333333333333333,0.2,0.5333333333333333,0.0,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333,medium
Lang-47f_org.apache.commons.lang.text.StrBuilder_replace_1629,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,replace,1629,1634,5,3,3,4,1,1,0,1,4,3,1,0,0,0,0,1,0,0.0,0,0,4,9,9,0,0,1.0,0.1111111111111111,0.4444444444444444,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,high
Lang-47f_org.apache.commons.lang.text.StrBuilder_replaceAll_1684,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,replaceAll,1684,1695,9,2,4,8,2,4,0,5,8,9,3,1,2,2,1,1,1,0.25,1,1,8,28,24,4,0,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.35714285714285715,0.07142857142857142,medium
Lang-47f_org.apache.commons.lang.text.StrBuilder_replaceFirst_1704,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,replaceFirst,1704,1714,8,2,4,7,1,4,0,5,7,8,3,2,2,1,0,1,2,0.2857,0,1,7,23,19,4,0,0.8260869565217391,0.34782608695652173,0.17391304347826086,0.0,0.0,0.0,0.0,0.43478260869565216,0.043478260869565216,medium
Lang-47f_org.apache.commons.lang.text.StrBuilder_replaceAll_1728,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,replaceAll,1728,1730,2,2,1,2,1,0,0,2,1,0,1,0,0,0,0,1,0,0.0,0,0,1,4,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,high
Lang-47f_org.apache.commons.lang.text.StrBuilder_replaceFirst_1743,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,replaceFirst,1743,1745,2,2,1,2,0,0,0,2,1,0,1,0,0,0,0,1,0,0.0,0,0,1,4,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,high
Lang-47f_org.apache.commons.lang.text.StrBuilder_replaceImpl_1786,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,replaceImpl,1786,1806,16,5,7,8,9,7,2,6,15,17,4,3,5,3,3,2,3,0.3333,1,1,13,61,50,11,0,0.819672131147541,0.2786885245901639,0.32786885245901637,0.0,0.13114754098360656,0.0,0.0,0.19672131147540983,0.06557377049180328,medium
Lang-47f_org.apache.commons.lang.text.StrBuilder_trim_1836,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,trim,1836,1856,15,0,2,8,5,7,2,5,14,17,5,3,5,4,2,2,3,0.3571,1,1,14,47,31,16,0,0.6595744680851063,0.44680851063829785,0.0851063829787234,0.0,0.1702127659574468,0.0,0.0,0.2127659574468085,0.0851063829787234,low
Lang-47f_org.apache.commons.lang.text.StrBuilder_startsWith_1867,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,startsWith,1867,1884,12,1,2,8,2,5,0,2,13,13,2,4,5,1,2,5,4,0.3846,1,1,11,22,14,8,0,0.6363636363636364,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.4090909090909091,0.0,low
Lang-47f_org.apache.commons.lang.text.StrBuilder_endsWith_1894,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,endsWith,1894,1912,13,1,3,8,5,5,0,2,14,14,2,4,5,1,2,5,4,0.3571,1,1,12,26,20,6,0,0.7692307692307693,0.5,0.15384615384615385,0.0,0.0,0.0,0.0,0.34615384615384615,0.0,medium
Lang-47f_org.apache.commons.lang.text.StrBuilder_substring_1939,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,substring,1939,1942,3,2,1,3,1,0,0,0,2,1,1,0,0,0,0,1,0,0.0,0,0,2,5,5,0,0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,high
Lang-47f_org.apache.commons.lang.text.StrBuilder_leftString_1956,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,leftString,1956,1964,7,1,0,5,0,2,0,4,5,4,1,2,2,0,0,3,2,0.4,0,1,5,12,8,4,0,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,low
Lang-47f_org.apache.commons.lang.text.StrBuilder_rightString_1978,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,rightString,1978,1986,7,1,0,5,1,2,0,3,5,4,1,2,2,0,0,3,2,0.4,0,1,5,14,10,4,0,0.7142857142857143,0.42857142857142855,0.2857142857142857,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,low
Lang-47f_org.apache.commons.lang.text.StrBuilder_midString_2004,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,midString,2004,2016,9,2,1,6,2,4,1,4,7,7,2,3,3,1,0,3,3,0.4286,0,1,7,31,21,10,0,0.6774193548387096,0.3870967741935484,0.25806451612903225,0.0,0.12903225806451613,0.0,0.0,0.1935483870967742,0.03225806451612903,low
Lang-47f_org.apache.commons.lang.text.StrBuilder_contains_2041,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,contains,2041,2043,2,1,0,2,0,1,0,2,1,0,1,0,0,0,0,1,0,0.0,0,0,1,7,6,1,0,0.8571428571428571,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,medium
Lang-47f_org.apache.commons.lang.text.StrBuilder_contains_2056,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,contains,2056,2058,2,1,0,2,0,1,0,2,1,0,1,0,0,0,0,1,0,0.0,0,0,1,7,6,1,0,0.8571428571428571,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,medium
Lang-47f_org.apache.commons.lang.text.StrBuilder_indexOf_2169,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,indexOf,2169,2182,10,2,3,5,4,5,1,5,11,11,2,2,3,1,2,3,2,0.2727,1,1,9,28,19,9,0,0.6785714285714286,0.4642857142857143,0.0,0.0,0.14285714285714285,0.0,0.0,0.35714285714285715,0.03571428571428571,low
Lang-47f_org.apache.commons.lang.text.StrBuilder_indexOf_2067,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,indexOf,2067,2069,2,1,0,2,0,0,0,1,1,0,1,0,1,1,1,1,0,1.0,1,1,1,2,1,1,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,low
Lang-47f_org.apache.commons.lang.text.StrBuilder_indexOf_2078,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,indexOf,2078,2090,9,2,2,4,4,4,0,4,10,10,2,2,3,1,2,3,2,0.3,1,1,8,21,15,6,0,0.7142857142857143,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.38095238095238093,0.047619047619047616,low
Lang-47f_org.apache.commons.lang.text.StrBuilder_indexOf_2100,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,indexOf,2100,2102,2,1,0,2,0,0,0,1,1,0,1,0,1,1,1,1,0,1.0,1,1,1,2,1,1,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,low
Lang-47f_org.apache.commons.lang.text.StrBuilder_indexOf_2153,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,indexOf,2153,2155,2,1,0,2,0,0,0,1,1,0,1,0,1,1,1,1,0,1.0,1,1,1,2,1,1,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,low
Lang-47f_org.apache.commons.lang.text.StrBuilder_lastIndexOf_2191,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,lastIndexOf,2191,2193,2,1,0,2,1,0,0,1,1,0,1,0,1,1,1,1,0,1.0,1,1,1,6,1,5,0,0.16666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,low
Lang-47f_org.apache.commons.lang.text.StrBuilder_lastIndexOf_2202,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,lastIndexOf,2202,2213,8,2,2,4,5,4,0,5,9,9,2,2,3,1,2,3,2,0.3333,1,1,7,27,17,10,0,0.6296296296296297,0.4444444444444444,0.14814814814814814,0.0,0.0,0.0,0.0,0.37037037037037035,0.037037037037037035,low
Lang-47f_org.apache.commons.lang.text.StrBuilder_lastIndexOf_2223,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,lastIndexOf,2223,2225,2,1,0,2,1,0,0,1,1,0,1,0,1,1,1,1,0,1.0,1,1,1,6,1,5,0,0.16666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,low
Lang-47f_org.apache.commons.lang.text.StrBuilder_lastIndexOf_2237,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,lastIndexOf,2237,2262,17,2,4,12,10,10,2,11,20,22,4,5,8,5,4,5,5,0.4,1,1,16,75,48,27,0,0.64,0.37333333333333335,0.21333333333333335,0.0,0.10666666666666667,0.0,0.0,0.29333333333333333,0.013333333333333334,low
Lang-47f_org.apache.commons.lang.text.StrBuilder_lastIndexOf_2290,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,lastIndexOf,2290,2303,10,2,3,5,6,5,1,8,11,11,2,2,3,1,2,3,2,0.2727,1,1,9,42,27,15,0,0.6428571428571429,0.30952380952380953,0.19047619047619047,0.0,0.09523809523809523,0.0,0.0,0.38095238095238093,0.023809523809523808,low
Lang-47f_org.apache.commons.lang.text.StrBuilder_equalsIgnoreCase_2429,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,equalsIgnoreCase,2429,2446,13,1,3,7,3,5,1,2,14,14,2,3,4,1,2,4,3,0.2857,1,1,12,29,9,19,1,0.32142857142857145,0.4482758620689655,0.13793103448275862,0.0,0.13793103448275862,0.0,0.0,0.27586206896551724,0.0,low
Lang-47f_org.apache.commons.lang.text.StrBuilder_equals_2479,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,equals,2479,2484,4,1,0,3,0,0,0,0,3,2,1,1,2,1,1,2,1,0.6667,1,1,3,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,high
Lang-47f_org.apache.commons.lang.text.StrBuilder_equals_2455,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,equals,2455,2470,11,1,1,5,3,4,0,2,12,12,2,3,4,1,2,4,3,0.3333,1,1,10,22,10,12,0,0.45454545454545453,0.45454545454545453,0.18181818181818182,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,low
Lang-47f_org.apache.commons.lang.text.StrBuilder_toString_2510,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,toString,2510,2512,2,0,0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0.0,0,0,1,2,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,high
Lang-47f_org.apache.commons.lang.text.StrBuilder_toStringBuffer_2520,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,toStringBuffer,2520,2522,2,0,0,3,0,0,0,1,1,0,1,0,0,0,0,1,0,0.0,0,0,1,2,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,high
Lang-47f_org.apache.commons.lang.text.StrBuilder_clear_286,Lang,47,Lang-47f,org.apache.commons.lang.text.StrBuilder,clear,286,289,3,0,0,1,0,0,0,1,2,1,1,0,0,0,0,1,0,0.0,0,0,2,3,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,high
Lang-43f_org.apache.commons.lang.text.ExtendedMessageFormat_<init>_123,Lang,43,Lang-43f,org.apache.commons.lang.text.ExtendedMessageFormat,<init>,123,128,5,3,2,4,0,0,0,0,13,12,1,0,0,0,0,0,0,0.0,0,0,5,3,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,high
Lang-43f_org.apache.commons.lang.text.ExtendedMessageFormat_applyPattern_142,Lang,43,Lang-43f,org.apache.commons.lang.text.ExtendedMessageFormat,applyPattern,142,206,51,1,12,56,5,9,0,4,49,56,9,6,11,7,5,1,6,0.2245,1,1,46,48,30,18,0,0.625,0.3958333333333333,0.0,0.0,0.041666666666666664,0.0,0.0,0.14583333333333334,0.4166666666666667,low
Lang-43f_org.apache.commons.lang.text.ExtendedMessageFormat_appendQuotedString_417,Lang,43,Lang-43f,org.apache.commons.lang.text.ExtendedMessageFormat,appendQuotedString,417,445,24,4,6,25,6,4,2,1,21,22,3,2,4,2,2,2,2,0.1905,1,1,18,34,7,15,12,0.3181818181818182,0.23529411764705882,0.35294117647058826,0.0,0.23529411764705882,0.0,0.0,0.0,0.17647058823529413,low
Lang-43f_org.apache.commons.lang.text.ExtendedMessageFormat_seekNonWs_387,Lang,43,Lang-43f,org.apache.commons.lang.text.ExtendedMessageFormat,seekNonWs,387,394,7,2,2,10,1,2,1,2,5,5,2,0,1,1,1,0,0,0.2,1,1,5,18,6,9,3,0.4,0.3333333333333333,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.1111111111111111,low
Lang-43f_org.apache.commons.lang.text.ExtendedMessageFormat_next_402,Lang,43,Lang-43f,org.apache.commons.lang.text.ExtendedMessageFormat,next,402,405,3,1,0,3,1,0,0,1,2,1,1,0,0,0,0,1,0,0.0,0,0,2,7,7,0,0,1.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,high
Lang-43f_org.apache.commons.lang.text.ExtendedMessageFormat_readArgumentIndex_270,Lang,43,Lang-43f,org.apache.commons.lang.text.ExtendedMessageFormat,readArgumentIndex,270,303,25,2,5,28,4,6,4,4,34,37,5,4,5,5,2,1,3,0.1471,1,1,23,45,12,18,15,0.4,0.37777777777777777,0.0,0.0,0.4,0.0,0.0,0.08888888888888889,0.13333333333333333,low
Lang-43f_org.apache.commons.lang.text.ExtendedMessageFormat_parseFormatDescription_312,Lang,43,Lang-43f,org.apache.commons.lang.text.ExtendedMessageFormat,parseFormatDescription,312,335,20,2,4,16,5,2,0,3,18,20,4,1,3,2,2,1,1,0.1667,1,1,16,15,7,5,3,0.5833333333333334,0.4,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.26666666666666666,low
Lang-43f_org.apache.commons.lang.text.ExtendedMessageFormat_getFormat_246,Lang,43,Lang-43f,org.apache.commons.lang.text.ExtendedMessageFormat,getFormat,246,261,12,1,4,12,1,3,0,3,11,12,3,3,4,3,1,2,3,0.3636,1,1,11,17,13,4,0,0.7647058823529411,0.29411764705882354,0.23529411764705882,0.0,0.0,0.0,0.0,0.35294117647058826,0.11764705882352941,medium
Lang-43f_org.apache.commons.lang.text.ExtendedMessageFormat_insertFormats_344,Lang,43,Lang-43f,org.apache.commons.lang.text.ExtendedMessageFormat,insertFormats,344,379,29,2,7,25,8,3,0,5,23,28,7,3,5,3,1,2,3,0.2174,1,1,23,32,20,12,0,0.625,0.21875,0.125,0.0,0.0625,0.0,0.0,0.34375,0.25,low
Lang-43f_org.apache.commons.lang.text.ExtendedMessageFormat_containsElements_464,Lang,43,Lang-43f,org.apache.commons.lang.text.ExtendedMessageFormat,containsElements,464,474,7,1,1,8,0,3,1,1,7,8,3,2,3,1,1,3,2,0.4286,1,1,6,13,4,7,2,0.36363636363636365,0.3076923076923077,0.0,0.0,0.3076923076923077,0.0,0.0,0.38461538461538464,0.0,low
Lang-46f_org.apache.commons.lang.StringEscapeUtils_escapeJava_85,Lang,46,Lang-46f,org.apache.commons.lang.StringEscapeUtils,escapeJava,85,87,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1,2,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,high
Lang-46f_org.apache.commons.lang.StringEscapeUtils_escapeJavaStyleString_154,Lang,46,Lang-46f,org.apache.commons.lang.StringEscapeUtils,escapeJavaStyleString,154,167,10,3,3,8,1,1,0,1,9,7,1,1,2,1,1,3,1,0.2222,1,1,8,9,4,4,1,0.5,0.1111111111111111,0.4444444444444444,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,low
Lang-46f_org.apache.commons.lang.StringEscapeUtils_escapeJava_101,Lang,46,Lang-46f,org.apache.commons.lang.StringEscapeUtils,escapeJava,101,103,2,2,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,1,3,2,1,0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,low
Lang-46f_org.apache.commons.lang.StringEscapeUtils_escapeJavaStyleString_178,Lang,46,Lang-46f,org.apache.commons.lang.StringEscapeUtils,escapeJavaStyleString,178,256,67,4,6,43,9,8,0,9,55,72,19,9,12,6,2,1,7,0.2182,1,1,52,60,48,11,1,0.8135593220338984,0.3333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,0.2,0.4,medium
Lang-46f_org.apache.commons.lang.StringEscapeUtils_escapeJavaScript_126,Lang,46,Lang-46f,org.apache.commons.lang.StringEscapeUtils,escapeJavaScript,126,128,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1,2,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,high
Lang-46f_org.apache.commons.lang.StringEscapeUtils_escapeJavaScript_142,Lang,46,Lang-46f,org.apache.commons.lang.StringEscapeUtils,escapeJavaScript,142,144,2,2,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,1,3,1,2,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,low
Lang-46f_org.apache.commons.lang.StringEscapeUtils_unescapeJava_278,Lang,46,Lang-46f,org.apache.commons.lang.StringEscapeUtils,unescapeJava,278,291,10,1,1,8,0,1,0,0,9,7,1,1,2,1,1,3,1,0.2222,1,1,8,3,2,0,1,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,high
Lang-46f_org.apache.commons.lang.StringEscapeUtils_unescapeJava_308,Lang,46,Lang-46f,org.apache.commons.lang.StringEscapeUtils,unescapeJava,308,390,63,2,8,32,3,5,0,8,58,72,16,7,9,5,2,1,5,0.1552,1,1,51,53,43,7,3,0.86,0.20754716981132076,0.0,0.0,0.11320754716981132,0.0,0.0,0.32075471698113206,0.3584905660377358,medium
Lang-46f_org.apache.commons.lang.StringEscapeUtils_escapeHtml_455,Lang,46,Lang-46f,org.apache.commons.lang.StringEscapeUtils,escapeHtml,455,469,10,1,1,8,1,1,0,1,9,7,1,1,2,1,1,3,1,0.2222,1,1,8,9,4,4,1,0.5,0.1111111111111111,0.4444444444444444,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,low
Lang-46f_org.apache.commons.lang.StringEscapeUtils_escapeHtml_500,Lang,46,Lang-46f,org.apache.commons.lang.StringEscapeUtils,escapeHtml,500,508,6,2,1,5,0,2,0,1,6,6,2,2,2,1,0,1,2,0.3333,0,1,5,3,2,1,0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,low
Lang-46f_org.apache.commons.lang.StringEscapeUtils_unescapeHtml_527,Lang,46,Lang-46f,org.apache.commons.lang.StringEscapeUtils,unescapeHtml,527,541,10,1,1,8,1,1,0,1,9,7,1,1,2,1,1,3,1,0.2222,1,1,8,9,4,4,1,0.5,0.1111111111111111,0.4444444444444444,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,low
Lang-46f_org.apache.commons.lang.StringEscapeUtils_unescapeHtml_561,Lang,46,Lang-46f,org.apache.commons.lang.StringEscapeUtils,unescapeHtml,561,569,6,2,1,5,0,2,0,1,6,6,2,2,2,1,0,1,2,0.3333,0,1,5,3,2,1,0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,low
Lang-46f_org.apache.commons.lang.StringEscapeUtils_escapeXml_591,Lang,46,Lang-46f,org.apache.commons.lang.StringEscapeUtils,escapeXml,591,599,6,2,1,5,0,2,0,1,6,6,2,2,2,1,0,1,2,0.3333,0,1,5,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,low
Lang-46f_org.apache.commons.lang.StringEscapeUtils_escapeXml_618,Lang,46,Lang-46f,org.apache.commons.lang.StringEscapeUtils,escapeXml,618,623,4,1,0,3,0,1,0,0,3,2,1,1,1,0,0,2,1,0.3333,0,1,3,1,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high
Lang-46f_org.apache.commons.lang.StringEscapeUtils_unescapeXml_643,Lang,46,Lang-46f,org.apache.commons.lang.StringEscapeUtils,unescapeXml,643,651,6,2,1,5,0,2,0,1,6,6,2,2,2,1,0,1,2,0.3333,0,1,5,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,low
Lang-46f_org.apache.commons.lang.StringEscapeUtils_unescapeXml_668,Lang,46,Lang-46f,org.apache.commons.lang.StringEscapeUtils,unescapeXml,668,673,4,1,0,3,0,1,0,0,3,2,1,1,1,0,0,2,1,0.3333,0,1,3,1,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high
Lang-46f_org.apache.commons.lang.StringEscapeUtils_escapeSql_694,Lang,46,Lang-46f,org.apache.commons.lang.StringEscapeUtils,escapeSql,694,699,4,1,0,3,0,1,0,2,3,2,1,1,1,0,0,2,1,0.3333,0,1,3,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
Lang-46f_org.apache.commons.lang.StringEscapeUtils_escapeCsv_725,Lang,46,Lang-46f,org.apache.commons.lang.StringEscapeUtils,escapeCsv,725,738,10,1,1,8,0,0,0,0,9,7,1,1,2,1,1,3,1,0.2222,1,1,8,4,3,0,1,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,high
