method_id,project,bug_id,version_key,class_fqn,method_name,start_line,end_line,loc,num_params,num_local_vars,num_method_calls,num_arith_ops,num_rel_ops,num_logical_ops,num_literals,num_nodes,num_edges,cyclomatic_complexity,num_conditions,num_branches,num_joins,num_loops,num_returns,max_nesting_depth,branch_ratio,has_loop,has_branching,num_unique_lines
Lang-1f_org.apache.commons.lang3.RandomStringUtils_random_142,Lang,1,Lang-1f,org.apache.commons.lang3.RandomStringUtils,random,142,144,2,3,2,2,0,0,0,2,1,0,1,0,1,1,1,1,0,1.0,1,1,1
Lang-1f_org.apache.commons.lang3.RandomStringUtils_randomAscii_82,Lang,1,Lang-1f,org.apache.commons.lang3.RandomStringUtils,randomAscii,82,84,2,1,0,2,0,0,0,2,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.RandomStringUtils_random_162,Lang,1,Lang-1f,org.apache.commons.lang3.RandomStringUtils,random,162,164,2,5,4,2,0,0,0,0,1,0,1,0,1,1,1,1,0,1.0,1,1,1
Lang-1f_org.apache.commons.lang3.RandomStringUtils_randomAlphabetic_96,Lang,1,Lang-1f,org.apache.commons.lang3.RandomStringUtils,randomAlphabetic,96,98,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.RandomStringUtils_randomAlphanumeric_110,Lang,1,Lang-1f,org.apache.commons.lang3.RandomStringUtils,randomAlphanumeric,110,112,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.RandomStringUtils_randomNumeric_124,Lang,1,Lang-1f,org.apache.commons.lang3.RandomStringUtils,randomNumeric,124,126,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.RandomStringUtils_random_223,Lang,1,Lang-1f,org.apache.commons.lang3.RandomStringUtils,random,223,293,52,7,7,26,26,18,11,26,49,62,15,14,15,5,1,2,11,0.3061,1,1,40
Lang-1f_org.apache.commons.lang3.RandomStringUtils_random_186,Lang,1,Lang-1f,org.apache.commons.lang3.RandomStringUtils,random,186,188,2,6,5,2,0,0,0,0,1,0,1,0,1,1,1,1,0,1.0,1,1,1
Lang-1f_org.apache.commons.lang3.RandomStringUtils_random_309,Lang,1,Lang-1f,org.apache.commons.lang3.RandomStringUtils,random,309,314,4,2,1,5,0,1,0,2,3,2,1,1,3,2,2,2,1,1.0,1,1,3
Lang-1f_org.apache.commons.lang3.RandomStringUtils_random_328,Lang,1,Lang-1f,org.apache.commons.lang3.RandomStringUtils,random,328,333,4,2,1,4,0,1,0,3,3,2,1,1,3,2,2,2,1,1.0,1,1,3
Lang-1f_org.apache.commons.lang3.ArrayUtils_<init>_137,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,<init>,137,139,2,0,0,2,0,0,0,0,5,4,1,0,0,0,0,0,0,0.0,0,0,2
Lang-1f_org.apache.commons.lang3.ArrayUtils_toString_174,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,toString,174,179,4,2,1,5,0,1,0,0,3,2,1,1,2,1,1,2,1,0.6667,1,1,3
Lang-1f_org.apache.commons.lang3.builder.ToStringBuilder_<init>_237,Lang,1,Lang-1f,org.apache.commons.lang3.builder.ToStringBuilder,<init>,237,239,2,2,1,2,0,0,0,0,12,11,1,0,0,0,0,0,0,0.0,0,0,2
Lang-1f_org.apache.commons.lang3.builder.ToStringBuilder_append_471,Lang,1,Lang-1f,org.apache.commons.lang3.builder.ToStringBuilder,append,471,474,3,1,0,2,0,0,0,0,2,1,1,0,1,1,1,1,0,0.5,1,1,2
Lang-1f_org.apache.commons.lang3.builder.ToStringBuilder_toString_1057,Lang,1,Lang-1f,org.apache.commons.lang3.builder.ToStringBuilder,toString,1057,1064,6,0,0,12,0,1,0,0,4,4,2,1,2,1,1,1,1,0.5,1,1,4
Lang-1f_org.apache.commons.lang3.ArrayUtils_hashCode_189,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,hashCode,189,191,2,1,0,4,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.builder.HashCodeBuilder_<init>_516,Lang,1,Lang-1f,org.apache.commons.lang3.builder.HashCodeBuilder,<init>,516,519,3,0,0,1,0,0,0,2,5,4,1,0,0,0,0,0,0,0.0,0,0,3
Lang-1f_org.apache.commons.lang3.builder.HashCodeBuilder_append_821,Lang,1,Lang-1f,org.apache.commons.lang3.builder.HashCodeBuilder,append,821,854,26,1,0,23,3,1,0,0,22,31,11,10,19,10,9,1,10,0.8636,1,1,22
Lang-1f_org.apache.commons.lang3.builder.HashCodeBuilder_toHashCode_932,Lang,1,Lang-1f,org.apache.commons.lang3.builder.HashCodeBuilder,toHashCode,932,934,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_isEquals_203,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,isEquals,203,205,2,2,1,4,0,0,0,0,1,0,1,0,1,1,1,1,0,1.0,1,1,1
Lang-1f_org.apache.commons.lang3.builder.EqualsBuilder_<init>_222,Lang,1,Lang-1f,org.apache.commons.lang3.builder.EqualsBuilder,<init>,222,224,1,0,0,1,0,0,0,0,4,3,1,0,0,0,0,0,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.builder.EqualsBuilder_append_447,Lang,1,Lang-1f,org.apache.commons.lang3.builder.EqualsBuilder,append,447,489,32,2,1,30,0,7,1,0,30,39,11,13,22,10,9,4,13,0.7333,1,1,30
Lang-1f_org.apache.commons.lang3.builder.EqualsBuilder_isEquals_910,Lang,1,Lang-1f,org.apache.commons.lang3.builder.EqualsBuilder,isEquals,910,912,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_toMap_234,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,toMap,234,259,21,1,2,12,11,15,0,11,27,30,5,4,5,3,2,2,4,0.1852,1,1,19
Lang-1f_org.apache.commons.lang3.ArrayUtils_clone_335,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,clone,335,340,4,1,0,3,0,1,0,0,3,2,1,1,2,1,1,2,1,0.6667,1,1,3
Lang-1f_org.apache.commons.lang3.ArrayUtils_clone_351,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,clone,351,356,4,1,0,3,0,1,0,0,3,2,1,1,2,1,1,2,1,0.6667,1,1,3
Lang-1f_org.apache.commons.lang3.ArrayUtils_clone_367,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,clone,367,372,4,1,0,3,0,1,0,0,3,2,1,1,2,1,1,2,1,0.6667,1,1,3
Lang-1f_org.apache.commons.lang3.ArrayUtils_clone_383,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,clone,383,388,4,1,0,3,0,1,0,0,3,2,1,1,2,1,1,2,1,0.6667,1,1,3
Lang-1f_org.apache.commons.lang3.ArrayUtils_clone_399,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,clone,399,404,4,1,0,3,0,1,0,0,3,2,1,1,2,1,1,2,1,0.6667,1,1,3
Lang-1f_org.apache.commons.lang3.ArrayUtils_clone_415,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,clone,415,420,4,1,0,3,0,1,0,0,3,2,1,1,2,1,1,2,1,0.6667,1,1,3
Lang-1f_org.apache.commons.lang3.ArrayUtils_clone_431,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,clone,431,436,4,1,0,3,0,1,0,0,3,2,1,1,2,1,1,2,1,0.6667,1,1,3
Lang-1f_org.apache.commons.lang3.ArrayUtils_clone_447,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,clone,447,452,4,1,0,3,0,1,0,0,3,2,1,1,2,1,1,2,1,0.6667,1,1,3
Lang-1f_org.apache.commons.lang3.ArrayUtils_subarray_889,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,subarray,889,907,13,3,2,6,1,4,0,4,12,13,3,4,4,2,0,3,4,0.3333,0,1,12
Lang-1f_org.apache.commons.lang3.ArrayUtils_subarray_928,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,subarray,928,946,13,3,2,6,1,4,0,4,12,13,3,4,4,2,0,3,4,0.3333,0,1,12
Lang-1f_org.apache.commons.lang3.ArrayUtils_subarray_967,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,subarray,967,985,13,3,2,6,1,4,0,4,12,13,3,4,4,2,0,3,4,0.3333,0,1,12
Lang-1f_org.apache.commons.lang3.ArrayUtils_subarray_1006,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,subarray,1006,1024,13,3,2,6,1,4,0,4,12,13,3,4,4,2,0,3,4,0.3333,0,1,12
Lang-1f_org.apache.commons.lang3.ArrayUtils_subarray_1045,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,subarray,1045,1063,13,3,2,6,1,4,0,4,12,13,3,4,4,2,0,3,4,0.3333,0,1,12
Lang-1f_org.apache.commons.lang3.ArrayUtils_subarray_1084,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,subarray,1084,1102,13,3,2,6,1,4,0,4,12,13,3,4,4,2,0,3,4,0.3333,0,1,12
Lang-1f_org.apache.commons.lang3.ArrayUtils_subarray_1123,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,subarray,1123,1141,13,3,2,6,1,4,0,4,12,13,3,4,4,2,0,3,4,0.3333,0,1,12
Lang-1f_org.apache.commons.lang3.ArrayUtils_subarray_1162,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,subarray,1162,1180,13,3,2,6,1,4,0,4,12,13,3,4,4,2,0,3,4,0.3333,0,1,12
Lang-1f_org.apache.commons.lang3.ArrayUtils_getLength_1369,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,getLength,1369,1374,4,1,0,3,0,1,0,1,3,2,1,1,2,1,1,2,1,0.6667,1,1,3
Lang-1f_org.apache.commons.lang3.ArrayUtils_isSameType_1385,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,isSameType,1385,1390,4,2,1,8,0,2,1,1,4,4,2,1,1,1,0,1,1,0.25,0,1,3
Lang-1f_org.apache.commons.lang3.ArrayUtils_indexOf_1618,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,indexOf,1618,1620,2,2,0,2,0,0,0,1,1,0,1,0,1,1,1,1,0,1.0,1,1,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_indexOf_1636,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,indexOf,1636,1657,14,3,3,13,4,6,0,2,17,21,6,6,8,4,4,4,5,0.4706,1,1,13
Lang-1f_org.apache.commons.lang3.ArrayUtils_lastIndexOf_1669,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,lastIndexOf,1669,1671,2,2,0,2,0,0,0,0,1,0,1,0,1,1,1,1,0,1.0,1,1,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_lastIndexOf_1687,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,lastIndexOf,1687,1710,16,3,3,14,5,7,0,4,19,23,6,7,9,4,4,5,6,0.4737,1,1,15
Lang-1f_org.apache.commons.lang3.ArrayUtils_contains_1721,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,contains,1721,1723,2,2,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_indexOf_1737,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,indexOf,1737,1739,2,2,0,2,0,0,0,1,1,0,1,0,1,1,1,1,0,1.0,1,1,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_indexOf_1755,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,indexOf,1755,1768,9,3,2,5,2,4,0,2,10,11,3,3,4,2,2,3,3,0.4,1,1,8
Lang-1f_org.apache.commons.lang3.ArrayUtils_lastIndexOf_1780,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,lastIndexOf,1780,1782,2,2,0,2,0,0,0,0,1,0,1,0,1,1,1,1,0,1.0,1,1,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_lastIndexOf_1798,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,lastIndexOf,1798,1813,11,3,2,6,3,5,0,3,12,13,3,4,5,2,2,4,4,0.4167,1,1,10
Lang-1f_org.apache.commons.lang3.ArrayUtils_contains_1824,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,contains,1824,1826,2,2,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_indexOf_1840,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,indexOf,1840,1842,2,2,0,2,0,0,0,1,1,0,1,0,1,1,1,1,0,1.0,1,1,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_indexOf_1858,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,indexOf,1858,1871,9,3,2,5,2,4,0,2,10,11,3,3,4,2,2,3,3,0.4,1,1,8
Lang-1f_org.apache.commons.lang3.ArrayUtils_lastIndexOf_1883,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,lastIndexOf,1883,1885,2,2,0,2,0,0,0,0,1,0,1,0,1,1,1,1,0,1.0,1,1,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_lastIndexOf_1901,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,lastIndexOf,1901,1916,11,3,2,6,3,5,0,3,12,13,3,4,5,2,2,4,4,0.4167,1,1,10
Lang-1f_org.apache.commons.lang3.ArrayUtils_contains_1927,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,contains,1927,1929,2,2,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_indexOf_1943,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,indexOf,1943,1945,2,2,0,2,0,0,0,1,1,0,1,0,1,1,1,1,0,1.0,1,1,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_indexOf_1961,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,indexOf,1961,1974,9,3,2,5,2,4,0,2,10,11,3,3,4,2,2,3,3,0.4,1,1,8
Lang-1f_org.apache.commons.lang3.ArrayUtils_lastIndexOf_1986,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,lastIndexOf,1986,1988,2,2,0,2,0,0,0,0,1,0,1,0,1,1,1,1,0,1.0,1,1,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_lastIndexOf_2004,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,lastIndexOf,2004,2019,11,3,2,6,3,5,0,3,12,13,3,4,5,2,2,4,4,0.4167,1,1,10
Lang-1f_org.apache.commons.lang3.ArrayUtils_contains_2030,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,contains,2030,2032,2,2,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_indexOf_2047,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,indexOf,2047,2049,2,2,0,2,0,0,0,1,1,0,1,0,1,1,1,1,0,1.0,1,1,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_indexOf_2066,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,indexOf,2066,2079,9,3,2,5,2,4,0,2,10,11,3,3,4,2,2,3,3,0.4,1,1,8
Lang-1f_org.apache.commons.lang3.ArrayUtils_lastIndexOf_2092,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,lastIndexOf,2092,2094,2,2,0,2,0,0,0,0,1,0,1,0,1,1,1,1,0,1.0,1,1,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_lastIndexOf_2111,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,lastIndexOf,2111,2126,11,3,2,6,3,5,0,3,12,13,3,4,5,2,2,4,4,0.4167,1,1,10
Lang-1f_org.apache.commons.lang3.ArrayUtils_contains_2138,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,contains,2138,2140,2,2,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_indexOf_2154,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,indexOf,2154,2156,2,2,0,2,0,0,0,1,1,0,1,0,1,1,1,1,0,1.0,1,1,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_indexOf_2172,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,indexOf,2172,2185,9,3,2,5,2,4,0,2,10,11,3,3,4,2,2,3,3,0.4,1,1,8
Lang-1f_org.apache.commons.lang3.ArrayUtils_lastIndexOf_2197,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,lastIndexOf,2197,2199,2,2,0,2,0,0,0,0,1,0,1,0,1,1,1,1,0,1.0,1,1,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_lastIndexOf_2215,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,lastIndexOf,2215,2230,11,3,2,6,3,5,0,3,12,13,3,4,5,2,2,4,4,0.4167,1,1,10
Lang-1f_org.apache.commons.lang3.ArrayUtils_contains_2241,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,contains,2241,2243,2,2,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_indexOf_2257,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,indexOf,2257,2259,2,2,0,2,0,0,0,1,1,0,1,0,1,1,1,1,0,1.0,1,1,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_indexOf_2292,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,indexOf,2292,2305,9,3,2,6,2,3,0,2,10,11,3,3,4,2,2,3,3,0.4,1,1,8
Lang-1f_org.apache.commons.lang3.ArrayUtils_indexOf_2274,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,indexOf,2274,2276,2,3,1,2,0,0,0,1,1,0,1,0,1,1,1,1,0,1.0,1,1,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_indexOf_2324,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,indexOf,2324,2339,11,4,5,6,4,4,1,2,12,13,3,3,4,2,2,3,3,0.3333,1,1,10
Lang-1f_org.apache.commons.lang3.ArrayUtils_isEmpty_3298,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,isEmpty,3298,3300,2,1,0,1,0,2,1,1,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_lastIndexOf_2351,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,lastIndexOf,2351,2353,2,2,0,2,0,0,0,0,1,0,1,0,1,1,1,1,0,1.0,1,1,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_lastIndexOf_2386,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,lastIndexOf,2386,2401,11,3,2,7,3,4,0,3,12,13,3,4,5,2,2,4,4,0.4167,1,1,10
Lang-1f_org.apache.commons.lang3.ArrayUtils_lastIndexOf_2368,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,lastIndexOf,2368,2370,2,3,1,2,0,0,0,0,1,0,1,0,1,1,1,1,0,1.0,1,1,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_lastIndexOf_2420,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,lastIndexOf,2420,2437,13,4,5,7,5,5,1,3,14,15,3,4,5,2,2,4,4,0.3571,1,1,12
Lang-1f_org.apache.commons.lang3.ArrayUtils_contains_2448,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,contains,2448,2450,2,2,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_contains_2465,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,contains,2465,2467,2,3,1,2,0,1,0,1,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_indexOf_2481,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,indexOf,2481,2483,2,2,0,2,0,0,0,1,1,0,1,0,1,1,1,1,0,1.0,1,1,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_indexOf_2499,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,indexOf,2499,2512,9,3,2,6,2,3,0,2,10,11,3,3,4,2,2,3,3,0.4,1,1,8
Lang-1f_org.apache.commons.lang3.ArrayUtils_isEmpty_3309,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,isEmpty,3309,3311,2,1,0,1,0,2,1,1,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_lastIndexOf_2524,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,lastIndexOf,2524,2526,2,2,0,2,0,0,0,0,1,0,1,0,1,1,1,1,0,1.0,1,1,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_lastIndexOf_2542,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,lastIndexOf,2542,2557,11,3,2,7,3,4,0,3,12,13,3,4,5,2,2,4,4,0.4167,1,1,10
Lang-1f_org.apache.commons.lang3.ArrayUtils_contains_2568,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,contains,2568,2570,2,2,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_indexOf_2584,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,indexOf,2584,2586,2,2,0,2,0,0,0,1,1,0,1,0,1,1,1,1,0,1.0,1,1,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_indexOf_2603,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,indexOf,2603,2616,9,3,2,6,2,3,0,2,10,11,3,3,4,2,2,3,3,0.4,1,1,8
Lang-1f_org.apache.commons.lang3.ArrayUtils_isEmpty_3320,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,isEmpty,3320,3322,2,1,0,1,0,2,1,1,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_lastIndexOf_2629,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,lastIndexOf,2629,2631,2,2,0,2,0,0,0,0,1,0,1,0,1,1,1,1,0,1.0,1,1,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_lastIndexOf_2647,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,lastIndexOf,2647,2662,11,3,2,7,3,4,0,3,12,13,3,4,5,2,2,4,4,0.4167,1,1,10
Lang-1f_org.apache.commons.lang3.ArrayUtils_contains_2673,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,contains,2673,2675,2,2,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,1
Lang-1f_org.apache.commons.lang3.ArrayUtils_toPrimitive_2691,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,toPrimitive,2691,2702,9,1,1,5,2,3,0,2,10,10,2,2,3,1,2,3,2,0.3,1,1,8
Lang-1f_org.apache.commons.lang3.ArrayUtils_toPrimitive_2713,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,toPrimitive,2713,2725,10,2,2,5,2,4,0,2,11,11,2,2,3,1,2,3,2,0.2727,1,1,9
Lang-1f_org.apache.commons.lang3.ArrayUtils_toObject_2735,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,toObject,2735,2746,9,1,1,5,2,3,0,2,10,10,2,2,3,1,2,3,2,0.3,1,1,8
Lang-1f_org.apache.commons.lang3.ArrayUtils_toPrimitive_2759,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,toPrimitive,2759,2770,9,1,1,5,2,3,0,2,10,10,2,2,3,1,2,3,2,0.3,1,1,8
Lang-1f_org.apache.commons.lang3.ArrayUtils_toPrimitive_2781,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,toPrimitive,2781,2793,10,2,2,5,2,4,0,2,11,11,2,2,3,1,2,3,2,0.2727,1,1,9
Lang-1f_org.apache.commons.lang3.ArrayUtils_toObject_2803,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,toObject,2803,2814,9,1,1,5,2,3,0,2,10,10,2,2,3,1,2,3,2,0.3,1,1,8
Lang-1f_org.apache.commons.lang3.ArrayUtils_toPrimitive_2827,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,toPrimitive,2827,2838,9,1,1,5,2,3,0,2,10,10,2,2,3,1,2,3,2,0.3,1,1,8
Lang-1f_org.apache.commons.lang3.ArrayUtils_toPrimitive_2849,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,toPrimitive,2849,2861,10,2,2,5,2,4,0,2,11,11,2,2,3,1,2,3,2,0.2727,1,1,9
Lang-1f_org.apache.commons.lang3.ArrayUtils_toObject_2871,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,toObject,2871,2882,9,1,1,5,2,3,0,2,10,10,2,2,3,1,2,3,2,0.3,1,1,8
Lang-1f_org.apache.commons.lang3.ArrayUtils_toPrimitive_2895,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,toPrimitive,2895,2906,9,1,1,5,2,3,0,2,10,10,2,2,3,1,2,3,2,0.3,1,1,8
Lang-1f_org.apache.commons.lang3.ArrayUtils_toPrimitive_2917,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,toPrimitive,2917,2929,10,2,2,5,2,4,0,2,11,11,2,2,3,1,2,3,2,0.2727,1,1,9
Lang-1f_org.apache.commons.lang3.ArrayUtils_toObject_2939,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,toObject,2939,2950,9,1,1,5,2,3,0,2,10,10,2,2,3,1,2,3,2,0.3,1,1,8
Lang-1f_org.apache.commons.lang3.ArrayUtils_toPrimitive_2963,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,toPrimitive,2963,2974,9,1,1,5,2,3,0,2,10,10,2,2,3,1,2,3,2,0.3,1,1,8
Lang-1f_org.apache.commons.lang3.ArrayUtils_toPrimitive_2985,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,toPrimitive,2985,2997,10,2,2,5,2,4,0,2,11,11,2,2,3,1,2,3,2,0.2727,1,1,9
Lang-1f_org.apache.commons.lang3.ArrayUtils_toObject_3007,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,toObject,3007,3018,9,1,1,5,2,3,0,2,10,10,2,2,3,1,2,3,2,0.3,1,1,8
Lang-1f_org.apache.commons.lang3.ArrayUtils_toPrimitive_3031,Lang,1,Lang-1f,org.apache.commons.lang3.ArrayUtils,toPrimitive,3031,3042,9,1,1,5,2,3,0,2,10,10,2,2,3,1,2,3,2,0.3,1,1,8
